topic,ask_type,count
Metabolic syndrome,other,1
Metabolism Disorders,mechanism,1
Metal Poisoning,diagnosis,7
Metal Poisoning,other,1
Metal poisoning,diagnosis,3
Metal toxicity,diagnosis,1
Metalloproteinases,other,1
Metastasis,mechanism,2
Metastasis,diagnosis,1
Metastasis,investigation,1
Metastasis,other,1
Metastasis Imaging,investigation,1
Metastatic Carcinoma,diagnosis,1
Meteorology,other,1
Methanol poisoning,drug_of_choice,1
Methanol poisoning,mechanism,1
Methemoglobinemia,mechanism,2
Methotrexate,drug_of_choice,1
Metronidazole,management,1
Metronidazole Interactions,other,1
Metropathic hemorrhagica,epidemiology,1
Mevalonate Pathway,mechanism,1
Mevalonate pathway,mechanism,1
Mhc Class I,anatomy_structure,1
Mhc Class Ii Expression,other,1
Microanatomy,anatomy_structure,1
Microangiopathic Hemolytic Anemia,diagnosis,2
Microangiopathic Hemolytic Anemia,mechanism,1
Microbial Pathogenesis,other,4
Microbial Preservation,other,1
Microbial pathogenesis,other,4
Microbiology,diagnosis,202
Microbiology,other,69
Microbiology,mechanism,68
Microbiology,investigation,57
Microbiology,epidemiology,44
Microbiology,management,34
Microbiology,drug_of_choice,13
Microbiology,image_identification,13
Microbiology,anatomy_structure,4
Microbiology basics,other,1
Microbiology principles,other,1
Microcalcification,image_identification,1
Microcirculation,anatomy_structure,2
Microcirculation,image_identification,1
Microcirculation,mechanism,1
Microcirculation,other,1
Microcytic anemia,investigation,2
Micronutrient Deficiencies,diagnosis,1
Micronutrient Deficiency,diagnosis,2
Micronutrient deficiency,diagnosis,2
Micronutrients,other,6
Microscopic Anatomy,image_identification,1
Microscopic Polyangiitis,diagnosis,1
Microscopic polyangiitis,diagnosis,2
Microscopy,anatomy_structure,1
Microscopy,investigation,1
Microscopy,other,1
Microtubules,investigation,1
Micro‑incision surgery,other,1
Midbrain lesions,diagnosis,1
Middle Ear,anatomy_structure,11
Middle Ear,other,1
Middle Ear Diseases,diagnosis,1
Middle Ear Disorders,image_identification,1
Middle ear,anatomy_structure,10
Middle ear diseases,diagnosis,1
Middle genicular artery,anatomy_structure,1
Mifepristone,mechanism,1
Mifepristone Dosage,other,1
Migraine,drug_of_choice,4
Migraine,other,2
Migraine Management,drug_of_choice,1
Migraine Prophylaxis,drug_of_choice,1
Migraine prophylaxis,drug_of_choice,1
Milestones,other,2
Miliaria,diagnosis,3
Miliaria,mechanism,1
Miliary Pattern,diagnosis,1
Miliary TB,mechanism,1
Mineral Metabolism,mechanism,4
Mineral homeostasis,other,1
Mineral metabolism,mechanism,2
Mineral metabolism,diagnosis,1
Minerals,mechanism,2
Minerals,other,1
Minimal Change Disease,diagnosis,1
Minimal change disease,diagnosis,1
Mirena,other,1
Miscellaneous,other,1
Miscellaneous Disorders,other,3
Mitochondria,anatomy_structure,1
Mitochondrial Diseases,diagnosis,1
Mitochondrial Disorders,diagnosis,2
Mitochondrial Shuttle,mechanism,1
Mitochondrial disorders,diagnosis,1
Mitral stenosis,drug_of_choice,1
Molecular Chaperones,mechanism,1
Molecular Chaperones,other,1
Molecular Diagnostics,investigation,4
Molecular Mimicry,mechanism,1
Molecular Motors,other,1
Molecular Pathology,mechanism,4
Molecular Pathology,diagnosis,1
Molecular Pathology,management,1
Molecular Pathology,other,1
Molecular Targeted Therapy,mechanism,1
Molecular chaperones,other,2
Molecular diagnostics,investigation,4
Molecular pathology,mechanism,7
Molecular pathology,other,1
Molecular targeted therapy,mechanism,2
Molecular targets,drug_of_choice,1
Molluscum Contagiosum,diagnosis,1
Molluscum contagiosum,diagnosis,1
Monitoring,investigation,2
Monitoring,other,1
Monoclonal Antibodies,mechanism,2
Monoclonal antibodies,mechanism,1
Mood Disorders,diagnosis,24
Mood Disorders,other,7
Mood Disorders,mechanism,6
Mood Disorders,drug_of_choice,4
Mood Disorders,management,4
Mood Disorders,epidemiology,2
Mood Stabilizers,other,2
Mood Stabilizers,diagnosis,1
Mood Stabilizers,management,1
Mood Stabilizers,mechanism,1
Mood stabilizers,diagnosis,1
Mood stabilizers,drug_of_choice,1
Mood stabilizers,management,1
Morbid Obesity Surgery,other,1
Morbidity indicators,epidemiology,1
Morbidity measures,other,1
Mortality,epidemiology,3
Mortality Indicators,epidemiology,6
Mortality Indicators,other,1
Mortality Rates,epidemiology,2
Mortality indicators,epidemiology,3
Mortality indicators,other,1
Mortality measures,other,2
Mosaicism,epidemiology,1
Mosquito,anatomy_structure,1
Mosquito Control,management,1
Mother-infant bonding,other,1
Motility Disorders,diagnosis,2
Motility disorders,diagnosis,1
Motion Sickness,drug_of_choice,1
Motor Neuron Disease,anatomy_structure,1
Motor Pathways,mechanism,1
Motor System,mechanism,1
Motor milestones,other,1
Motor pathways,anatomy_structure,1
Motor pathways,mechanism,1
Motor response,other,1
Movement Disorder Treatment,drug_of_choice,1
Movement Disorders,diagnosis,7
Movement Disorders,drug_of_choice,7
Movement disorder,diagnosis,1
Movement disorder treatment,drug_of_choice,1
Movement disorders,anatomy_structure,1
Movement disorders,diagnosis,1
Moyamoya Disease,image_identification,1
Moyamoya disease,image_identification,1
Mrcp,image_identification,1
Mri Safety,investigation,2
Mrsa,mechanism,1
Mtp Act,other,1
Mucocutaneous disorders,diagnosis,2
Mucopolysaccharidoses,diagnosis,1
Mucopolysaccharidoses,mechanism,1
Mucopolysaccharidosis,diagnosis,2
Mucopolysaccharidosis,investigation,1
Mucopolysaccharidosis,mechanism,1
Mucormycosis,diagnosis,1
Mucosal folds,anatomy_structure,1
Mucosal immunity,other,1
Mullerian Anomalies,image_identification,1
Mullerian anomalies,image_identification,1
Multiple Gestation,other,2
Multiple Myeloma,investigation,2
Multiple Myeloma,other,2
Multiple Myeloma,epidemiology,1
Multiple Pregnancies,other,1
Multiple Sclerosis,management,5
Multiple Sclerosis,diagnosis,1
Multiple Sclerosis,epidemiology,1
Multiple sclerosis,other,2
Multiple sclerosis,diagnosis,1
Multiple sclerosis,management,1
Mummification,other,1
Mumps,epidemiology,1
Mumps,other,1
Muscarinic Antagonists,mechanism,1
Muscarinic Antagonists,other,1
Muscarinic Receptors,mechanism,1
Muscarinic agonists,mechanism,1
Muscarinic antagonists,mechanism,1
Muscarinic antagonists,other,1
Muscle Anatomy,anatomy_structure,2
Muscle Anatomy,image_identification,1
Muscle Attachments,anatomy_structure,1
Muscle Diseases,diagnosis,1
Muscle Fiber Types,anatomy_structure,1
Muscle Innervation,anatomy_structure,1
Muscle Necrosis,mechanism,1
Muscle Pathology,diagnosis,1
Muscle Physiology,mechanism,16
Muscle Physiology,other,6
Muscle Physiology,anatomy_structure,5
Muscle Receptors,mechanism,1
Muscle Relaxants,mechanism,2
Muscle Relaxants,drug_of_choice,1
Muscle Spindles,anatomy_structure,1
Muscle Tissue,anatomy_structure,1
Muscle anatomy,anatomy_structure,3
Muscle examination,anatomy_structure,1
Muscle fiber types,anatomy_structure,1
Muscle function,anatomy_structure,1
Muscle function,mechanism,1
Muscle innervation,anatomy_structure,1
Muscle necrosis,mechanism,1
Muscle pathology,diagnosis,1
Muscle physiology,mechanism,5
Muscle physiology,other,3
Muscle relaxants,drug_of_choice,2
Muscle spindles,anatomy_structure,1
Muscle tissue,anatomy_structure,1
Muscles,anatomy_structure,15
Muscles Of The Head And Neck,anatomy_structure,1
Muscles Of The Head And Neck,mechanism,1
Muscles of the head and neck,anatomy_structure,1
Muscles of the head and neck,mechanism,1
Muscular Dystrophies,diagnosis,1
Muscular Dystrophies,other,1
Musculocutaneous nerve,anatomy_structure,1
Musculoskeletal,anatomy_structure,1
Musculoskeletal,diagnosis,1
Musculoskeletal Anatomy,anatomy_structure,7
Musculoskeletal Anatomy,image_identification,1
Musculoskeletal Disorders In Children,other,2
Musculoskeletal Imaging,image_identification,2
Musculoskeletal Imaging,diagnosis,1
Musculoskeletal Imaging,investigation,1
Musculoskeletal Pathology,diagnosis,1
Musculoskeletal Pharmacology,mechanism,2
Musculoskeletal Pharmacology,management,1
Musculoskeletal Radiology,image_identification,4
Musculoskeletal Radiology,investigation,3
Musculoskeletal Radiology,diagnosis,2
Musculoskeletal Radiology,other,1
Musculoskeletal System,anatomy_structure,7
Musculoskeletal System,diagnosis,2
Musculoskeletal System,image_identification,2
Musculoskeletal Tuberculosis,other,1
Musculoskeletal anatomy,anatomy_structure,1
Musculoskeletal pathology,image_identification,1
Musculoskeletal radiology,investigation,3
Musculoskeletal radiology,diagnosis,1
Musculoskeletal radiology,other,1
Musculoskeletal system,anatomy_structure,1
Mutation,mechanism,2
Mutations,other,1
Myasthenia Gravis,diagnosis,4
Myasthenia Gravis,investigation,1
Mycetoma,diagnosis,2
Mycetoma,other,1
Mycobacteria,investigation,1
Mycobacteria,other,1
Mycobacterium tuberculosis,other,1
Mycology,diagnosis,52
Mycology,other,39
Mycology,investigation,16
Mycology,epidemiology,3
Mycology,image_identification,3
Mycology,mechanism,2
Mycology,drug_of_choice,1
Mycoplasma,mechanism,3
Mycoplasma,investigation,1
Mycoplasma,other,1
Myelination,anatomy_structure,1
Myelodysplastic Syndromes,diagnosis,1
Myelodysplastic Syndromes,epidemiology,1
Myelodysplastic Syndromes,other,1
Myelodysplastic syndromes,diagnosis,1
Myelodysplastic syndromes,epidemiology,1
Myelofibrosis,diagnosis,1
Myeloid Neoplasms,investigation,1
Myeloproliferative Disorders,diagnosis,1
Myeloproliferative Neoplasms,diagnosis,4
Myeloproliferative Neoplasms,investigation,2
Myeloproliferative Neoplasms,mechanism,2
Myeloproliferative Neoplasms,other,1
Myeloproliferative neoplasms,mechanism,2
Myeloproliferative neoplasms,other,2
Myeloproliferative neoplasms,diagnosis,1
Myeloproliferative neoplasms,investigation,1
Myocardial Infarction,other,3
Myocardial Sensitization,mechanism,1
Myocardial infarction,diagnosis,2
Myocardial infarction,investigation,1
Myocardial infarction,other,1
Myometrium,anatomy_structure,1
Myopia,diagnosis,5
Myopia,epidemiology,1
Myopia,management,1
Myopic Astigmatism,other,1
Myositis Ossificans,anatomy_structure,1
Myositis Ossificans,management,1
Myositis ossificans,management,1
Myringoplasty,management,1
NACO,management,1
NADPH,mechanism,1
NADPH Metabolism,mechanism,1
NADPH Production,mechanism,1
NADPH Production,other,1
NMDA receptors,mechanism,2
NREM sleep,other,1
NSAIDs,mechanism,3
NSAIDs,drug_of_choice,2
NSAIDs,other,1
Nabothian Cyst,other,1
Nadph Metabolism,mechanism,1
Nadph Production,other,1
Nail Disorders,diagnosis,8
Nail Disorders,image_identification,1
Nail Disorders,mechanism,1
Nail disease,diagnosis,1
Nail disease,other,1
Nail disorders,diagnosis,7
Nail disorders,mechanism,1
Nail dystrophy,diagnosis,1
Narcissistic Personality Disorder,diagnosis,1
Narcolepsy,other,1
Nasal Anatomy,anatomy_structure,2
Nasal Anatomy,management,1
Nasal And Paranasal Sinus Disorders,image_identification,1
Nasal Bleeding,anatomy_structure,1
Nasal Cavity,anatomy_structure,6
Nasal Cavity,diagnosis,1
Nasal Discharge,diagnosis,1
Nasal Foreign Body,other,1
Nasal Myiasis,other,1
Nasal Neoplasms,other,1
Nasal Polyposis,diagnosis,1
Nasal Polyposis,management,1
Nasal Polyps,management,6
Nasal Septum,anatomy_structure,1
Nasal Septum,diagnosis,1
Nasal Septum Perforation,other,1
Nasal Septum Surgery,management,2
Nasal Surgery,image_identification,3
Nasal Surgery,management,2
Nasal anatomy,anatomy_structure,1
Nasal and paranasal sinus disorders,image_identification,1
Nasal cavity,anatomy_structure,2
Nasal cavity,investigation,1
Nasal discharge,diagnosis,1
Nasal foreign body,other,1
Nasal myiasis,other,1
Nasal polyps,management,2
Nasal polyps,diagnosis,1
Nasal septum,anatomy_structure,1
Nasal septum,diagnosis,1
Nasal septum,management,1
Nasal septum perforation,other,1
Nasal septum surgery,management,1
Nasal surgery,management,3
Nasal surgery,anatomy_structure,2
Nasal surgery,image_identification,1
Nasolacrimal Duct Obstruction,management,1
Nasolacrimal duct obstruction,management,1
Nasolacrimal obstruction,anatomy_structure,1
Nasolacrimal obstruction,diagnosis,1
Nasolacrimal obstruction,management,1
Nasopharyngeal Angiofibroma,investigation,1
Nasopharyngeal Carcinoma,diagnosis,1
Nasopharyngeal carcinoma,management,1
Nasopharynx,anatomy_structure,4
Nasopharynx,image_identification,1
Nasopharynx,investigation,1
Nasopharynx,management,1
Nasopharynx Anatomy,anatomy_structure,1
Natalizumab,other,1
National AIDS Control Programme,management,1
National Aids Control Programme,management,1
National Cancer Control Programme,management,1
National Family Health Survey,epidemiology,1
National Health Missions,other,1
National Health Programme,drug_of_choice,1
National Health Programs,other,46
National Health Programs,epidemiology,12
National Health Programs,management,5
National Health Programs,image_identification,2
National Program For Control Of Blindness,epidemiology,1
National Program for Control of Blindness,epidemiology,1
National Programme For Control Of Blindness,management,1
National Programme for Control of Blindness,management,1
National Screening Programs,other,1
National TB Elimination Program,other,1
National Tb Elimination Program,other,1
National Tuberculosis Control,diagnosis,2
Natural Family Planning,other,1
Natural family planning,other,1
Neck Anatomy,anatomy_structure,6
Neck Dissection,anatomy_structure,2
Neck Dissection,management,2
Neck Injuries,anatomy_structure,1
Neck Injuries,diagnosis,1
Neck Injuries,other,1
Neck Mass Evaluation,investigation,1
Neck Masses,diagnosis,3
Neck Radiography,image_identification,1
Neck Swellings,diagnosis,1
Neck Swellings,investigation,1
Neck Triangles,anatomy_structure,1
Neck Vasculature,anatomy_structure,1
Neck anatomy,anatomy_structure,1
Neck injuries,diagnosis,1
Neck masses,diagnosis,2
Neck masses,management,1
Neck muscles,anatomy_structure,3
Neck radiography,image_identification,1
Necrobacillosis,mechanism,1
Necrosis,mechanism,2
Necrotizing Fasciitis,management,1
Negative Pressure Wound Therapy,management,1
Negative pressure therapy,management,1
Negative pressure wound therapy,management,1
Neglected Tropical Diseases,other,1
Neisseria,diagnosis,4
Neisseria,investigation,1
Neisseria,mechanism,1
Neisseria,other,1
Neisseria Gonorrhoeae,diagnosis,2
Neisseria Gonorrhoeae,mechanism,1
Neisseria Meningitidis Vaccine,other,1
Neisseria gonorrhoeae,diagnosis,2
Neisseria gonorrhoeae,mechanism,1
Neisseria meningitidis vaccine,other,1
Nematodes,other,4
Nematodes,diagnosis,3
Neonatal Anemia,diagnosis,1
Neonatal Bradycardia,diagnosis,1
Neonatal Care,management,3
Neonatal Care,anatomy_structure,1
Neonatal Dermatology,diagnosis,1
Neonatal Dermatology,other,1
Neonatal Disorders,anatomy_structure,1
Neonatal Disorders,mechanism,1
Neonatal Encephalopathy,diagnosis,1
Neonatal Eye Disease,other,1
Neonatal GI Disorders,diagnosis,1
Neonatal GI disorders,diagnosis,1
Neonatal Gi Disorders,diagnosis,2
Neonatal HIV Management,management,1
Neonatal Head Swelling,diagnosis,1
Neonatal Hiv Management,management,1
Neonatal Hyperbilirubinemia,management,1
Neonatal Hypoglycemia,management,1
Neonatal Hypothyroidism,investigation,1
Neonatal Immunity,other,1
Neonatal Injuries,diagnosis,1
Neonatal Intestinal Obstruction,diagnosis,1
Neonatal Jaundice,diagnosis,2
Neonatal Jaundice,management,1
Neonatal Meningitis,diagnosis,1
Neonatal Mortality,epidemiology,1
Neonatal Ophthalmology,epidemiology,1
Neonatal Resuscitation,management,9
Neonatal Resuscitation,drug_of_choice,2
Neonatal Seizures,diagnosis,2
Neonatal Sepsis,diagnosis,1
Neonatal Skin,other,1
Neonatal Skin Conditions,other,2
Neonatal Skin Conditions,diagnosis,1
Neonatal Skin Disorders,diagnosis,1
Neonatal Skin Disorders,mechanism,1
Neonatal Surgery,investigation,1
Neonatal Surgical Conditions,image_identification,1
Neonatal care,anatomy_structure,1
Neonatal care,management,1
Neonatal deaths,epidemiology,1
Neonatal dermatology,diagnosis,1
Neonatal diagnosis,investigation,2
Neonatal examination,other,2
Neonatal head swelling,diagnosis,1
Neonatal intestinal obstruction,diagnosis,2
Neonatal jaundice,diagnosis,1
Neonatal jaundice,management,1
Neonatal meningitis,diagnosis,1
Neonatal metabolism,other,1
Neonatal physiology,mechanism,1
Neonatal resuscitation,drug_of_choice,1
Neonatal skin conditions,diagnosis,1
Neonatal skin disorders,diagnosis,1
Neonatal skin disorders,mechanism,1
Neonatal transport,management,1
Neonatology,diagnosis,153
Neonatology,other,81
Neonatology,management,76
Neonatology,epidemiology,32
Neonatology,mechanism,20
Neonatology,image_identification,16
Neonatology,investigation,10
Neonatology,anatomy_structure,7
Neonatology,drug_of_choice,5
Neoplasia,other,167
Neoplasia,diagnosis,127
Neoplasia,epidemiology,48
Neoplasia,mechanism,34
Neoplasia,investigation,33
Neoplasia,image_identification,24
Neoplasia,management,12
Neoplasia,anatomy_structure,6
Neoplasms,diagnosis,2
Neoplasms,other,1
Neostigmine,management,1
Nephritic syndrome,diagnosis,1
Nephritic syndrome,epidemiology,1
Nephritic syndrome,mechanism,1
Nephritic syndrome,other,1
Nephrocalcinosis,diagnosis,1
Nephrogenic Diabetes Insipidus,diagnosis,1
Nephrogenic diabetes insipidus,other,1
Nephrolithiasis,diagnosis,1
Nephrology,diagnosis,53
Nephrology,other,36
Nephrology,management,13
Nephrology,investigation,12
Nephrology,mechanism,11
Nephrology,drug_of_choice,3
Nephrology,epidemiology,3
Nephrology,image_identification,1
Nephron,mechanism,1
Nephron Physiology,mechanism,1
Nephron Transport,mechanism,1
Nephrosclerosis,diagnosis,1
Nephrotic Syndrome,other,2
Nephrotic syndrome,other,4
Nephrotic syndrome,mechanism,2
Nephrotoxic Drugs,other,1
Nephrotoxic drugs,other,1
