topic,concept,count,years
Hematopathology,ALL extramedullary testicular relapse,1,2012
Hematopathology,ALL poor prognostic factors,1,2011
Hematopathology,AML M3 associated DIC,1,2013
Hematopathology,AML M3 image identification,1,2025
Hematopathology,AML M4 gum hypertrophy,1,2013
Hematopathology,AML cytogenetic classification,1,2018
Hematopathology,AML gingival hyperplasia,1,2018
Hematopathology,AML with inv(16),1,2023
Hematopathology,APLA syndrome diagnostic criteria,1,2010
Hematopathology,APLA syndrome manifestations,1,2010
Hematopathology,APML clinical features,1,2018
Hematopathology,ATRA genetic abnormality APL,1,2020
Hematopathology,Absent radii most common anomaly,1,2016
Hematopathology,Acute chest syndrome asthma association,1,2016
Hematopathology,Acute myeloid leukemia classification,1,2013
Hematopathology,Acute promyelocytic leukemia fusion,1,2022
Hematopathology,All of the following statements are true regarding neutrophil extracellular trapping (NET),1,2022
Hematopathology,"An African child is found to have a mass in the jaw. A biopsy of the mass was done, and it",1,2023
Hematopathology,An elderly male went for a medical examination. Laboratory investigations showed a marked,1,2023
Hematopathology,An elderly patient presents with anemia and hemoglobinuria. Investigations reveal increased,1,2022
Hematopathology,Androgen stimulated erythropoiesis,1,2013
Hematopathology,Anemia due to copper deficiency,1,2020
Hematopathology,Anemia increases cardiac output,1,2014
Hematopathology,Anemia reduces blood viscosity,1,2014
Hematopathology,Aplastic anemia clinical presentation,1,2021
Hematopathology,B12 deficiency diagnosis,1,2020
Hematopathology,B12 deficiency folate treatment effect,1,2020
Hematopathology,B12 malabsorption causes,1,2013
Hematopathology,BCL-2 rearrangement hallmark,1,2021
Hematopathology,BP determinants,1,2015
Hematopathology,Baroreceptor activity throughout cycle,1,2013
Hematopathology,Baroreceptor response to pressure,1,2013
Hematopathology,Basophil histamine mediated symptoms,1,2013
Hematopathology,Bernard-Soulier Gp 1b deficiency,1,2018
Hematopathology,Bernard-Soulier deficiency,1,2018
Hematopathology,Blood coagulation cascade facts,1,2011
Hematopathology,Blood group identification,1,2013
Hematopathology,Blood grouping Rh factor image,1,2019
Hematopathology,Blood safety compulsory tests,1,2014
Hematopathology,Blood smear parasite identification,1,2017
Hematopathology,Blood storage for 21 days,1,2013
Hematopathology,Blood transfusion duration guideline,1,2013
Hematopathology,Bloodstain serology methods,1,2013
Hematopathology,Body fat and hematocrit variation,1,2013
Hematopathology,Bohr effect reduces oxygen affinity,1,2012
Hematopathology,Bone marrow aspiration interpretation,1,2018
Hematopathology,Bone marrow smear identification,1,2022
Hematopathology,Bortezomib herpes zoster risk,1,2022
Hematopathology,Bortezomib in multiple myeloma,1,2019
Hematopathology,Burkitt lymphoma markers,1,2024
Hematopathology,Burkitt lymphoma t(2;8),1,2010
Hematopathology,CA125 expression red cells,1,2025
Hematopathology,CD59 PNH marker,1,2018
Hematopathology,CD59 in PNH diagnosis,1,2017
Hematopathology,CLL diagnosis flow cytometry,1,2024
Hematopathology,CML Philadelphia chromosome mechanism,1,2022
Hematopathology,CML Philadelphia chromosome translocation,1,2022
Hematopathology,CML lab diagnosis,1,2022
Hematopathology,CML pregnancy treatment,1,2016
Hematopathology,CML t(9:22) Philadelphia chromosome,1,2019
Hematopathology,CML vitamin B12 elevation,1,2014
Hematopathology,CMV erythroblastosis resemblance,1,2019
Hematopathology,CPD vs ACD for hypoxic patients,1,2020
Hematopathology,CPDA blood shelf life,1,2013
Hematopathology,Cerebral blood flow normal range,1,2013
Hematopathology,Childhood hemolytic anemia,1,2018
Hematopathology,Chromium RBC labeling,1,2012
Hematopathology,Chronic myeloid leukemia B12,1,2014
Hematopathology,Cobalamin deficiency not causing microcytic anemia,1,2015
Hematopathology,Common NHL subtype in India,1,2013
Hematopathology,Common myeloma translocation,1,2013
Hematopathology,Conditions with marked bleeding,1,2017
Hematopathology,Copper deficiency anemia,1,2012
Hematopathology,Cryoglobulinemia Hepatitis C link,1,2018
Hematopathology,Cryoprecipitate contains factor VIII,1,2016
Hematopathology,DIC coagulation profile,1,2012
Hematopathology,Dactylitis sickle cell,1,2016
Hematopathology,Dengue hemorrhagic fever,1,2018
Hematopathology,Diagnostic labs for iron deficiency anemia,1,2015
Hematopathology,Direct Coombs test transfusion reaction,1,2010
Hematopathology,EBV blood screening exclusion,1,2012
Hematopathology,ESA for CKD anemia,1,2012
Hematopathology,Elderly anemia occult blood investigation,1,2010
Hematopathology,Endothelial vWF synthesis,1,2013
Hematopathology,Exchange transfusion blood product,1,2014
Hematopathology,Extrinsic coagulation pathway activator,1,2014
Hematopathology,Extrinsic pathway activated by Factor III,1,2014
Hematopathology,Factor V Leiden hypercoagulability,1,2016
Hematopathology,Factor VIII synthesis sites,1,2013
Hematopathology,Factor XII activates kallikrein,1,2015
Hematopathology,Fanconi anemia characteristics,1,2010
Hematopathology,Features of anemia of prematurity,1,2012
Hematopathology,Fibrinogen maximal viscosity,1,2015
Hematopathology,Fibrinopeptide acidic amino acids,1,2016
Hematopathology,Filgrastim use,1,2019
Hematopathology,Flow cytometry for CD markers,1,2024
Hematopathology,Flow cytometry investigation uses,1,2025
Hematopathology,Follicular lymphoma BCL2 CD10,1,2024
Hematopathology,Follicular lymphoma diagnosis,1,2020
Hematopathology,Follicular lymphoma immunohistochemistry,1,2019
Hematopathology,G6PD deficiency WHO classification,1,2014
Hematopathology,G6PD deficiency class,1,2014
Hematopathology,G6PD deficiency features,1,2016
Hematopathology,Gaucher disease glucocerebrosidase deficiency,1,2022
Hematopathology,Glanzmann thrombasthenia underlying defect,1,2019
Hematopathology,Globulin maximal viscosity,1,2015
Hematopathology,Granulocytic sarcoma IHC markers,1,2013
Hematopathology,Granulocytic sarcoma immunophenotype,1,2013
Hematopathology,HIT drug treatment,1,2010
Hematopathology,HIT pathophysiology,1,2015
Hematopathology,Hairy cell leukemia indolent course,1,2015
Hematopathology,Hb Barts disease due to deletion,1,2014
Hematopathology,Heavy chain disease Bence Jones protein,1,2010
Hematopathology,Heinz body removal by macrophages,1,2016
Hematopathology,Helmet cells in HUS,1,2012
Hematopathology,Hemoglobin H disease alpha thalassemia,1,2011
Hematopathology,Hemoglobin binds O2 CO not SO,1,2014
Hematopathology,Hemoglobin level interpretation,1,2019
Hematopathology,Hemoglobin nadir 6-8 weeks,1,2016
Hematopathology,Hemolytic anemia physical signs,1,2022
Hematopathology,Hemophilia A characteristics,1,2017
Hematopathology,Hemophilia A factor VIII deficiency,1,2016
Hematopathology,Hemophilia A factor deficiency,1,2018
Hematopathology,Hemophilia Von Willebrand disease,1,2018
Hematopathology,Hepcidin iron regulation,1,2020
Hematopathology,Hereditary spherocytosis MCHC change,1,2013
Hematopathology,Hereditary spherocytosis diagnosis triad,1,2024
Hematopathology,Hereditary spherocytosis features,1,2012
Hematopathology,Hereditary spherocytosis membrane defect,1,2024
Hematopathology,High altitude headache mechanism,1,2025
Hematopathology,High altitude hematocrit increase,1,2011
Hematopathology,Hodgkin Lymphoma painless swelling diagnosis,1,2022
Hematopathology,Hodgkin lymphoma H and L cells,1,2018
Hematopathology,Hodgkin lymphoma H&L cells,1,2017
Hematopathology,Hodgkin lymphoma cell types,1,2016
Hematopathology,Hodgkin lymphoma characteristic cell,1,2016
Hematopathology,IDA lab parameters,1,2021
Hematopathology,IDA vs B12 deficiency lab,1,2019
Hematopathology,ITP choice of treatment,1,2019
Hematopathology,ITP hepatitis link,1,2016
Hematopathology,ITP splenectomy,1,2019
Hematopathology,IgG multiple myeloma,1,2012
Hematopathology,Ileal resection B12 malabsorption,1,2019
Hematopathology,Imatinib for CML,1,2012
Hematopathology,Immune-mediated HIT management,1,2015
Hematopathology,Indirect Coombs test detection,1,2015
Hematopathology,Infective endocarditis major criteria,1,2019
Hematopathology,Inherited hemolytic anemia diagnosis,1,2024
Hematopathology,Inherited protection against malaria,1,2012
Hematopathology,Inherited thrombophilia causes,1,2014
Hematopathology,Intracorpuscular hemolysis causes,1,2019
Hematopathology,Intravascular hemolysis causes,1,2012
Hematopathology,Iron deficiency anemia epidemiology,1,2016
Hematopathology,Iron deficiency anemia investigation,1,2022
Hematopathology,Iron deficiency anemia lab findings,1,2014
Hematopathology,Iron deficiency laboratory findings,1,2022
Hematopathology,Iron therapy reticulocytosis,1,2013
Hematopathology,Juvenile CML HbF elevation,1,2012
Hematopathology,Juvenile CML Philadelphia chromosome,1,2012
Hematopathology,Kleihauer-Betke test,1,2014
Hematopathology,LCH CD1a marker,1,2010
Hematopathology,LDH2 elevation in anemia,1,2012
Hematopathology,Lacunar cells in Hodgkin lymphoma,1,2012
Hematopathology,Langerhans cell CD1a marker,1,2012
Hematopathology,Leukaemia associated anaemia type,1,2012
Hematopathology,Leukemia associated anemia,1,2012
Hematopathology,Leukocyte extravasation mechanism,1,2015
Hematopathology,Liver dual supply,1,2015
Hematopathology,Lymphadenopathy diagnostic tests,1,2018
Hematopathology,Lymphadenopathy investigation,1,2024
Hematopathology,Lymphoma diagnosis,1,2021
Hematopathology,Lymphoma risk disorders,1,2014
Hematopathology,Lymphoplasmacytic lymphoma IgM,1,2010
Hematopathology,MDS older adult prevalence,1,2013
Hematopathology,Macrocytic anemia diagnosis,1,2020
Hematopathology,Macrocytic anemia hypersegmented neutrophils,1,2020
Hematopathology,Management of neonatal anemia,1,2012
Hematopathology,Mantle cell lymphoma CD23 negativity,1,2013
Hematopathology,Marked bleeding haemophilia,1,2017
Hematopathology,Massive transfusion complications,1,2013
Hematopathology,Max daily hemoglobin degradation,1,2016
Hematopathology,Menstrual blood loss anemia,1,2013
Hematopathology,Menstruation and red cell loss,1,2013
Hematopathology,Mentzer index interpretation anemia,1,2014
Hematopathology,Microcytic anemia iron studies,1,2015
Hematopathology,Microcytic anemia lab findings,1,2014
Hematopathology,Microcytic hypochromic anemia,1,2018
Hematopathology,Most common antigen in erythroblastosis fetalis,1,2015
Hematopathology,Multiple Myeloma prognostic markers,1,2021
Hematopathology,Multiple myeloma common Ig type,1,2012
Hematopathology,Multiple myeloma diagnostic features,1,2022
Hematopathology,Multiple myeloma translocation distinction,1,2012
Hematopathology,Multiple myeloma with renal failure,1,2019
Hematopathology,Myelofibrosis dry tap finding,1,2013
Hematopathology,Myeloma M spike immunofixation,1,2022
Hematopathology,Neonatal blood transfusion rate,1,2012
Hematopathology,Neonatal polycythemia diagnosis,1,2012
Hematopathology,Neonatal polycythemia treatment,1,2011
Hematopathology,Neutrophilic leukocytosis pregnancy,1,2014
Hematopathology,Normal hemoglobin child,1,2016
Hematopathology,Normal transferrin iron saturation,1,2013
Hematopathology,Nutritional anemia iron folate,1,2014
Hematopathology,Oral anticoagulant identification,1,2013
Hematopathology,Oral direct factor Xa inhibitors,1,2019
Hematopathology,Osmotic fragility test for hereditary spherocytosis,1,2015
Hematopathology,PCO2 decrease ion channel current,1,2024
Hematopathology,PML-RARA acute promyelocytic leukemia,1,2019
Hematopathology,PNH CD55 CD59 deficiency,1,2012
Hematopathology,PNH GPI anchored protein deficiency,1,2010
Hematopathology,PNH low LAP score,1,2013
Hematopathology,POEMS diagnostic features,1,2013
Hematopathology,PTT intrinsic common,1,2016
Hematopathology,Pancytopenia predisposes to infections,1,2015
Hematopathology,Pelger-Huet hyposegmented neutrophils,1,2014
Hematopathology,Phenolphthalein blood test,1,2013
Hematopathology,Phlebotomy not indicated in CML,1,2015
Hematopathology,Physiological anaemia infancy,1,2016
Hematopathology,Plasmodium blood smear,1,2016
Hematopathology,Plasmodium falciparum identification,1,2018
Hematopathology,Platelet function defect characteristics,1,2011
Hematopathology,Platelet viability after storage,1,2014
Hematopathology,Poiseuille radius fourth power,1,2015
Hematopathology,Polyagglutination of red cells,1,2013
Hematopathology,Polycythemia hyperviscosity symptoms,1,2013
Hematopathology,Polycythemia vera JAK2 mutation,1,2010
Hematopathology,Polycythemia vera complications,1,2013
Hematopathology,Polycythemia vera laboratory findings,1,2013
Hematopathology,Postmortem blood from femoral vein,1,2015
Hematopathology,Presumptive blood testing,1,2013
Hematopathology,Preterm infant hemoglobin nadir,1,2016
Hematopathology,Primaquine G6PD deficiency hemolysis,1,2011
Hematopathology,Primaquine G6PD hemolytic anemia,1,2018
Hematopathology,Primaquine induced hemolytic anemia pathway,1,2022
Hematopathology,Primary amyloid fibril protein,1,2013
Hematopathology,Pseudo-Pelger-Huet cells in MDS,1,2013
Hematopathology,RA associated LGL leukemia,1,2013
Hematopathology,RBC surface antibody detection,1,2014
Hematopathology,RBC transfusion lifespan,1,2016
Hematopathology,RBC volume increase in pregnancy,1,2014
Hematopathology,Reed-Sternberg cell association,1,2017
Hematopathology,Reed-Sternberg cells association,1,2018
Hematopathology,Refrigerated blood storage duration,1,2013
Hematopathology,Renal vein thrombosis etiology,1,2012
Hematopathology,Respiratory acidosis increase in PaCO2,1,2016
Hematopathology,Reticulocytosis in hemolysis,1,2013
Hematopathology,Rh typing includes D antigen,1,2015
Hematopathology,Ristocetin test result in von Willebrand disease,1,2015
Hematopathology,Romiplostim TPO receptor agonism,1,2012
Hematopathology,Roth spots association,1,2016
